"STATION","NAME","DATE","AWND","CDSD","CLDD","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","HTDD","PRCP","SNOW","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WSF2","WSF5"
"USC00205451","MILAN WWTP, MI US","2005-10",,,,"4","0","0","0",,,"0","9","0",,"0","0.0","2.0","30.6",,,"4.3","0",,"19.6",,,,,,
"USC00205451","MILAN WWTP, MI US","2005-11",,,,"14","9","3","2","0","15",,,,"-15.6","76","64.0","70.9",,,,"143.3","92",,,"-1.2",,,,,
"USC00205451","MILAN WWTP, MI US","2005-12",,,"0.0","10","9","27","5","0","26","15","0","0","-17.2","178","170.0","14.0","5.6",,"614.8","54.4","391","-3.7","-0.1","-7.4",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1990-01",,"0.0","0.0","15","7","11","2","0","25","4","0","0","-7.2","102","61.0","11.9","11.1","2129.3","549.3","51.6","163","0.6","4.1","-2.9",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1990-02",,"0.0","0.0","13","8","16","4","1","22","7","0","0","-18.3","203","175.0","47.8","15.6","2670.0","540.7","157.8","431","-1.0","3.3","-5.3",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1990-03",,"1.1","1.1","14","6","9","1","0","19","3","4","0","-13.9","178","140.0","11.4","24.4","3115.6","445.6","55.7","179","4.0","8.8","-0.8",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1990-04",,"21.9","20.8","12","7","0","1","0","15","0","9","0","-6.7","0","33.0","25.7","30.6","3398.7","283.1","92.3","71","9.6","15.6","3.5",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1990-05",,"24.7","2.8","14","9","0","0","0","0","0","14","0","1.7","0","0.0","21.8","26.1","3545.5","146.8","100.3","0","13.7","19.6","7.8",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1990-06",,"94.3","69.6","13","7","0","0","0","0","0","27","2","5.0","0","0.0","16.3","32.8","3563.5","18.0","79.8","0","20.1","25.9","14.2",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1990-07",,"218.0","123.7","9","7","0","0","0","0","0","30","4","9.4","0","0.0","9.7","36.1","2.5","2.5","43.6","0","22.2","28.5","16.0",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1990-08",,"307.1","89.1","10","7","0","0","0","0","0","29","1","10.0","0","0.0","91.4","33.3","7.2","4.7","183.8","0","21.1","26.4","15.8",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1990-09",,"355.8","48.7","10","6","0","0","0","0","0","20","0","3.3","0","0.0","67.6","31.7","79.1","71.9","136.4","0","17.6","23.1","12.1",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1990-10",,"361.1","5.3","12","5","0","0","0","5","0","8","0","-2.8","0","0.0","34.0","27.8","307.2","228.1","106.7","0","11.1","17.5","4.8",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1990-11",,"361.1","0.0","10","5","0","0","0","16","0","3","0","-5.0","0","3.0","45.2","22.2","669.9","362.7","72.7","6","6.2","11.4","1.0",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1990-12",,"361.1","0.0","15","9","15","5","1","26","8","0","0","-17.8","178","117.0","28.7","12.2","1246.4","576.5","119.0","441","-0.3","3.8","-4.4",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1991-01",,"0.0","0.0","17","6","29","5","2","30","19","0","0","-17.8","76","64.0","9.1","7.2","1950.7","704.3","44.3","302","-4.4","-0.6","-8.2",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1991-02",,"0.0","0.0","9","5","7","3","0","24","10","0","0","-15.6","229","147.0","15.2","12.8","2475.2","524.5","41.5","325","-0.4","4.1","-4.9",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1991-03",,"0.0","0.0","14","6","0","0","0","18","0","2","0","-10.0","0","10.0","16.8","22.2","2901.8","426.6","55.7","16","4.6","10.4","-1.3",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1991-04",,"6.7","6.7","16","7","0","0","0","6","0","9","0","-5.0","0","3.0","25.4","27.2","3137.8","236.0","74.4","3","10.7","16.0","5.3",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1991-05",,"98.2","91.5","13","7","0","0","0","0","0","22","1","1.7","0","0.0","29.5","32.2","3218.1","80.3","87.1","0","18.7","24.9","12.5",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1991-06",,"213.6","115.4","7","6","0","0","0","0","0","30","3","8.9","0","0.0","18.8","32.8","3224.0","5.9","50.6","0","22.1","28.6","15.6",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1991-07",,"363.1","149.5","12","9","0","0","0","0","0","31","9","12.2","0","0.0","12.7","35.0","0.0","0.0","62.4","0","23.2","29.0","17.3",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1991-08",,"490.0","126.9","12","9","0","0","0","0","0","31","4","10.0","0","0.0","39.6","33.3","0.3","0.3","148.0","0","22.4","28.5","16.3",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1991-09",,"537.3","47.3","5","3","0","0","0","1","0","18","1","-1.1","0","0.0","16.8","32.2","102.2","101.9","31.3","0","16.5","22.8","10.2",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1991-10",,"543.4","6.1","18","7","0","0","0","2","0","10","0","-3.3","0","0.0","19.6","27.2","285.7","183.5","90.4","0","12.6","17.8","7.4",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1991-11",,"543.4","0.0","14","8","0","1","0","15","6","0","0","-10.6","0","25.0","26.9","16.7","728.6","442.9","87.7","54","3.0","7.1","-1.1",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1991-12",,"543.4","0.0","15","8","10","6","0","28","9","0","0","-13.3","102","84.0","16.0","14.4","1314.6","586.0","61.4","303","-0.6","2.9","-4.1",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1992-01",,"0.0","0.0","16","8","20","7","1","27","9","0","0","-18.3","279","239.0","39.1","5.6","1966.9","652.3","76.3","563","-2.7","0.6","-6.1",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1992-02",,"0.0","0.0","13","4","15","0","0","27","7","0","0","-15.0","102","20.0","16.5","7.8","2523.5","556.6","34.6","88","-0.9","2.7","-4.5",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1992-03",,"0.0","0.0","14","6","6","4","0","23","5","0","0","-13.9","152","203.0","24.6","17.2","3036.0","512.5","87.4","356","1.8","7.3","-3.6",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1992-04",,"1.1","1.1","21","13","0","0","0","9","1","3","0","-6.1","0","23.0","22.4","23.3","3344.9","308.9","104.2","49","8.1","13.5","2.6",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1992-05",,"23.0","21.9","12","4","0","0","0","0","0","21","0","0.6","0","0.0","11.9","30.0","3472.9","128.0","31.6","0","14.9","22.1","7.7",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1992-06",,"57.3","34.3","10","5","0","0","0","0","0","25","2","4.4","0","0.0","41.4","32.8","3511.0","38.1","69.4","0","18.2","24.8","11.6",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1992-07",,"129.7","72.4","17","13","0","0","0","0","0","28","0","10.0","0","0.0","18.8","28.9","11.2","11.2","127.3","0","20.3","25.1","15.5",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1992-08",,"182.3","52.6","9","7","0","0","0","0","0","27","1","7.8","0","0.0","28.4","32.8","37.4","26.2","89.9","0","19.2","24.7","13.7",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1992-09",,"215.6","33.3","11","10","0","0","0","0","0","17","0","1.7","0","0.0","22.9","27.2","123.6","86.2","119.3","0","16.6","22.0","11.1",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1992-10",,"216.5","0.9","9","5","0","1","0","6","0","6","0","-3.3","0","28.0","33.5","26.7","386.9","263.3","77.0","31","9.9","15.4","4.4",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1992-11",,"216.5","0.0","21","9","0","0","0","12","1","0","0","-4.4","0","15.0","33.5","15.6","830.7","443.8","111.0","44","3.5","6.3","0.8",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1992-12",,"216.5","0.0","15","6","4","1","0","26","7","0","0","-12.8","102","132.0","21.8","12.8","1385.8","555.1","64.4","185","-0.2","2.6","-3.1",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1993-01",,"0.0","0.0","15","9","21","5","0","29","15","0","0","-15.0","178","188.0","36.6","11.7","2028.8","643.0","111.2","398","-2.4","0.9","-5.8",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1993-02",,"0.0","0.0","14","5","17","7","1","28","15","0","0","-19.4","229","145.0","15.0","9.4","2667.4","638.6","48.6","524","-4.5","0.0","-9.0",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1993-03",,"0.0","0.0","20","6","24","5","0","24","7","0","0","-16.1","178","155.0","13.2","17.8","3212.5","545.1","63.5","482","0.8","4.9","-3.4",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1993-04",,"0.0","0.0","17","11","3","2","0","13","0","4","0","-4.4","127","130.0","25.4","21.7","3516.7","304.2","107.1","221","8.2","13.8","2.6",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1993-05",,"6.7","6.7","11","4","0","0","0","0","0","21","0","3.9","0","0.0","15.2","28.9","3613.8","97.1","33.6","0","15.4","22.0","8.9",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1993-06",,"65.3","58.6","15","10","0","0","0","0","0","25","0","2.8","0","0.0","25.4","30.0","3653.0","39.2","113.8","0","19.0","24.4","13.6",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1993-07",,"212.5","147.2","13","6","0","0","0","0","0","31","5","12.2","0","0.0","23.1","33.3","0.0","0.0","77.1","0","23.1","28.3","17.8",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1993-08",,"345.4","132.9","13","5","0","0","0","0","0","31","3","10.0","0","0.0","22.1","33.9","6.1","6.1","56.6","0","22.4","27.9","16.9",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1993-09",,"357.4","12.0","16","8","0","0","0","1","0","11","0","0.0","0","0.0","30.7","28.9","122.4","116.3","130.0","0","14.9","19.4","10.3",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1993-10",,"358.0","0.6","13","5","0","0","0","8","0","5","0","-2.2","0","15.0","21.8","27.2","385.8","263.4","57.5","15","9.9","15.6","4.1",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1993-11",,"358.0","0.0","12","9","1","1","0","17","1","0","0","-7.2","25","28.0","16.5","15.0","823.8","438.0","53.6","51","3.7","7.9","-0.4",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1993-12",,"358.0","0.0","16","4","11","4","1","24","10","0","0","-18.3","51","38.0","6.9","11.1","1453.3","629.5","27.7","175","-2.0","1.4","-5.3",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1994-01",,"0.0","0.0","22","7","29","9","9","30","21","0","0","-30.0","229","175.0","25.4","4.4","2287.9","834.6","83.6","585","-8.6","-4.2","-13.0",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1994-02",,"0.0","0.0","11","4","24","5","3","26","18","0","0","-21.7","229","135.0","10.7","15.0","2944.6","656.7","40.1","438","-5.1","0.0","-10.2",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1994-03",,"0.0","0.0","15","5","4","2","0","25","1","1","0","-11.7","102","33.0","27.7","21.1","3444.6","500.0","62.5","129","2.2","7.6","-3.2",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1994-04",,"12.8","12.8","14","10","1","1","0","8","0","7","0","-6.1","51","94.0","23.1","28.9","3699.4","254.8","100.2","105","10.3","16.7","3.9",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1994-05",,"33.0","20.2","10","2","0","0","0","0","0","13","0","0.6","0","0.0","11.7","31.1","3845.2","145.8","31.4","0","14.1","21.1","7.2",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1994-06",,"135.3","102.3","10","8","0","0","0","0","0","29","5","3.9","0","0.0","32.3","35.0","3864.9","19.7","128.6","0","21.1","27.7","14.5",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1994-07",,"260.9","125.6","11","4","0","0","0","0","0","31","2","11.7","0","0.0","28.4","32.2","0.6","0.6","60.6","0","22.4","27.9","16.8",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1994-08",,"333.4","72.5","11","7","0","0","0","0","0","29","0","7.2","0","0.0","20.6","31.1","17.1","16.5","78.1","0","20.1","25.8","14.5",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1994-09",,"378.0","44.6","9","4","0","0","0","0","0","24","1","5.0","0","0.0","16.0","32.8","64.6","47.5","41.0","0","18.2","24.4","12.1",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1994-10",,"378.8","0.8","10","4","0","0","0","1","0","6","0","0.0","0","0.0","35.3","25.6","269.3","204.7","77.3","0","11.8","17.3","6.2",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1994-11",,"378.8","0.0","12","6","0","0","0","13","0","0","0","-7.2","0","5.0","21.1","17.8","615.4","346.1","89.0","5","6.8","11.3","2.3",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1994-12",,"378.8","0.0","11","6","10","1","0","24","5","0","0","-11.1","203","244.0","31.5","12.8","1151.2","535.8","80.1","295","1.1","4.4","-2.4",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1995-01",,"0.0","0.0","19","11","23","9","1","28","20","0","0","-17.8","229","142.0","23.6","15.6","1807.4","656.2","93.1","616","-2.8","0.3","-6.0",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1995-02",,"0.0","0.0","11","2","21","2","3","27","12","0","0","-20.0","127","137.0","11.7","9.4","2442.9","635.5","30.4","276","-4.4","0.1","-8.9",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1995-03",,"0.0","0.0","11","6","9","1","0","21","5","3","0","-14.4","76","48.0","17.8","22.2","2907.1","464.2","50.9","110","3.4","9.3","-2.6",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1995-04",,"0.0","0.0","16","9","2","1","0","11","0","1","0","-10.0","51","71.0","24.9","21.1","3243.3","336.2","104.2","81","7.1","12.8","1.4",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1995-05",,"5.9","5.9","13","8","0","0","0","0","0","18","0","3.3","0","0.0","27.9","26.1","3347.9","104.6","74.6","0","15.1","21.1","9.2",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1995-06",,"106.9","101.0","10","4","0","0","0","0","0","29","4","7.2","0","0.0","25.9","35.0","3356.5","8.6","62.7","0","21.4","27.8","15.1",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1995-07",,"262.7","155.8","10","6","0","0","0","0","0","31","5","8.9","0","0.0","52.8","36.7","3.6","3.6","109.4","0","23.2","29.0","17.4",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1995-08",,"450.2","187.5","13","8","0","0","0","0","0","30","6","12.8","0","0.0","32.3","34.4","3.6","0.0","102.1","0","24.6","29.6","19.6",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1995-09",,"480.6","30.4","6","4","0","0","0","0","0","20","0","0.6","0","0.0","14.5","30.6","89.4","85.8","34.3","0","16.5","23.0","9.9",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1995-10",,"482.9","2.3","17","8","0","0","0","1","0","12","0","-1.1","0","0.0","21.3","27.8","277.3","187.9","93.7","0","12.4","17.7","6.9",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1995-11",,"482.9","0.0","17","6","0","1","0","26","5","0","0","-10.0","0","30.0","33.3","16.7","794.9","517.6","97.0","121","0.7","4.9","-3.6",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1995-12",,"482.9","0.0","15","2","23","3","0","28","19","0","0","-16.7","76","91.0","13.5","10.0","1489.5","694.6","32.5","271","-4.1","-0.6","-7.5",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1996-01",,"0.0","0.0","18","6","16","5","1","30","17","0","0","-17.8","127","76.0","16.5","15.0","2201.0","711.5","59.6","280","-4.6","-0.2","-9.1",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1996-02",,"0.0","0.0","19","5","7","3","7","22","14","0","0","-23.3","102","81.0","14.5","12.8","2833.8","632.8","47.2","214","-3.5","1.1","-8.1",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1996-03",,"0.0","0.0","11","4","13","5","2","27","11","0","0","-17.8","152","165.0","29.7","17.8","3432.9","599.1","59.2","386","-1.0","4.6","-6.5",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1996-04",,"0.0","0.0","16","10","0","0","0","15","0","5","0","-7.2","0","13.0","25.7","23.9","3769.7","336.8","112.3","26","7.1","13.3","0.9",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1996-05",,"20.9","20.9","14","6","0","0","0","1","0","10","0","-1.7","0","0.0","24.4","31.1","3934.2","164.5","72.5","0","13.7","19.4","8.0",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1996-06",,"114.0","93.1","13","9","0","0","0","0","0","29","2","8.9","0","0.0","42.7","33.3","3942.5","8.3","99.8","0","21.2","26.4","16.0",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1996-07",,"207.0","93.0","12","4","0","0","0","0","0","31","0","8.9","0","0.0","9.7","31.7","8.4","8.4","34.0","0","21.1","27.4","14.8",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1996-08",,"335.2","128.2","6","4","0","0","0","0","0","31","4","12.8","0","0.0","8.1","33.9","8.4","0.0","23.6","0","22.5","28.7","16.2",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1996-09",,"373.8","38.6","15","11","0","0","0","0","0","17","0","2.8","0","0.0","27.4","30.0","75.6","67.2","124.9","0","17.4","22.5","12.2",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1996-10",,"373.8","0.0","11","5","0","0","0","4","0","8","0","-1.1","0","0.0","22.4","25.0","303.0","227.4","68.0","0","11.0","16.6","5.4",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1996-11",,"373.8","0.0","14","7","6","4","0","24","8","0","0","-11.1","102","56.0","48.3","16.7","827.5","524.5","77.7","225","0.9","4.6","-2.9",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1996-12",,"373.8","0.0","24","11","15","5","0","27","8","0","0","-16.1","102","102.0","16.3","12.8","1426.7","599.2","86.5","403","-1.0","1.7","-3.7",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1997-01",,"0.0","0.0","23","11","21","11","4","27","19","0","0","-21.7","178","91.0","9.9","15.0","2140.6","713.9","68.6","634","-5.5","-0.9","-10.0",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1997-02",,"0.0","0.0","14","8","17","3","0","25","11","0","0","-15.6","76","71.0","35.8","15.0","2679.8","539.2","116.3","232","-0.9","2.9","-4.7",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1997-03",,"0.0","0.0","20","8","2","3","0","22","3","2","0","-11.7","25","76.0","41.9","21.7","3155.0","475.2","105.3","213","3.0","8.0","-2.0",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1997-04",,"0.0","0.0","11","5","0","0","0","11","0","2","0","-8.3","0","13.0","15.2","21.7","3470.9","315.9","43.2","13","7.8","13.8","1.8",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1997-05",,"0.0","0.0","21","10","0","0","0","1","0","4","0","0.0","0","0.0","28.2","23.9","3700.0","229.1","139.5","0","10.9","16.9","5.0",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1997-06",,"82.6","82.6","12","6","0","0","0","0","0","27","1","7.8","0","0.0","20.6","32.8","3721.6","21.6","69.4","0","20.4","26.0","14.7",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1997-07",,"200.4","117.8","11","6","0","0","0","0","0","30","6","9.4","0","0.0","51.1","34.4","4.4","4.4","113.1","0","22.0","27.9","16.0",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1997-08",,"254.3","53.9","17","9","0","0","0","0","0","27","0","8.9","0","0.0","27.7","30.6","16.6","12.2","94.3","0","19.7","24.6","14.8",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1997-09",,"274.0","19.7","10","6","0","0","0","0","0","20","0","3.3","0","0.0","33.3","27.8","77.0","60.4","88.5","0","17.0","22.2","11.8",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1997-10",,"290.3","16.3","10","6","0","0","0","6","0","9","0","-3.3","0","20.0","17.0","28.3","325.6","248.6","68.9","20","10.8","16.1","5.5",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1997-11",,"290.3","0.0","18","8","5","3","0","16","0","0","0","-10.0","76","74.0","8.1","13.3","799.6","474.0","44.6","206","2.5","5.6","-0.5",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1997-12",,"290.3","0.0","17","7","12","3","0","26","10","0","0","-14.4","178","185.0","19.3","8.3","1384.0","584.4","59.0","344","-0.5","1.9","-3.0",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1998-01",,"0.0","0.0","17","8","17","5","0","25","11","0","0","-13.3","152","91.0","18.5","12.2","1956.5","572.5","84.5","272","-0.1","2.7","-2.9",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1998-02",,"0.0","0.0","11","6","0","0","0","19","0","0","0","-6.7","0","8.0","42.7","14.4","2413.1","456.6","85.2","11","2.0","6.0","-2.0",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1998-03",,"3.9","3.9","17","11","4","4","0","21","4","6","0","-12.8","127","127.0","34.8","26.7","2878.5","465.4","128.8","318","3.4","7.5","-0.6",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1998-04",,"3.9","0.0","10","7","0","0","0","6","0","3","0","-2.2","0","0.0","37.6","22.2","3123.0","244.5","89.1","0","10.2","16.3","4.0",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1998-05",,"50.0","46.1","9","6","0","0","0","0","0","26","0","5.6","0","0.0","18.0","31.7","3160.8","37.8","49.5","0","18.6","25.0","12.2",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1998-06",,"158.3","108.3","15","8","0","0","0","0","0","24","3","3.3","0","0.0","23.6","34.4","3205.8","45.0","100.2","0","20.4","26.5","14.4",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1998-07",,"299.5","141.2","8","6","0","0","0","0","0","31","5","10.6","0","0.0","17.3","35.6","0.0","0.0","45.9","0","22.9","29.3","16.5",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1998-08",,"437.8","138.3","11","9","0","0","0","0","0","31","1","8.9","0","0.0","115.3","32.2","2.2","2.2","219.3","0","22.7","28.5","17.0",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1998-09",,"515.4","77.6","10","4","0","0","0","0","0","27","2","5.0","0","0.0","12.7","32.2","26.1","23.9","46.7","0","20.1","26.6","13.6",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1998-10",,"518.0","2.6","9","4",,"0","0","1","0","8","0","0.0",,"0.0","48.0","25.6","212.8","186.7","63.3","0","12.4","17.9","6.9",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1998-11",,"518.0","0.0","6","4","0","0","0","11","0","0","0","-3.9","0","8.0","18.5","18.9","570.0","357.2","38.7","8","6.4","10.6","2.3",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1998-12",,"518.0","0.0","12","5","0","1","0","22","7","0","0","-13.9","0","38.0","16.8","19.4","1077.7","507.7","43.9","67","2.0","6.4","-2.5",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1999-01",,"0.0","0.0","18","11","30","9","5","28","15","0","0","-22.8","457","257.0","24.6","12.2","1806.9","729.2","127.3","917","-5.2","-0.9","-9.5",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1999-02",,"0.0","0.0","13","5","4","3","0","26","8","0","0","-12.8","152","150.0","11.7","19.4","2322.3","515.4","48.0","285","-0.1","4.3","-4.5",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1999-03",,"0.0","0.0","9","4","13","5","0","26","4","1","0","-16.1","203","203.0","20.1","22.8","2854.3","532.0","48.6","444","1.2","6.6","-4.3",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1999-04",,"1.1","1.1","14","7","0","0","0","3","0","6","0","-1.1","0","0.0","33.0","25.0","3088.1","233.8","121.9","0","10.6","16.7","4.5",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1999-05",,"31.8","30.7","10","5","0","0","0","0","0","24","0","5.0","0","0.0","43.7","31.7","3159.8","71.7","72.9","0","17.0","23.8","10.2",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1999-06",,"142.9","111.1","10","7","0","0","0","0","0","28","5","6.1","0","0.0","25.4","33.9","3183.7","23.9","83.9","0","21.2","27.1","15.4",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1999-07",,"333.8","190.9","15","9","0","0","0","0","0","31","11","11.1","0","0.0","34.3","35.6","0.3","0.3","141.8","0","24.5","30.3","18.7",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1999-08",,"413.0","79.2","11","7","0","0","0","0","0","31","0","10.0","0","0.0","15.2","31.7","4.7","4.4","57.0","0","20.8","26.4","15.1",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1999-09",,"471.8","58.8","6","3","0","0","0","0","0","26","1","2.2","0","0.0","53.8","32.8","46.8","42.1","66.6","0","18.9","26.4","11.4",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1999-10",,"472.6","0.8","12","4","0","0","0","4","0","8","0","-1.1","0","0.0","14.2","25.0","280.3","233.5","41.6","0","10.8","16.7","5.0",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1999-11",,"472.6","0.0","6","5","0","0","0","12","0","2","0","-5.6","0","0.0","9.1","23.9","611.4","331.1","34.0","0","7.3","12.8","1.9",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","1999-12",,"472.6","0.0","15","7","4","3","0","25","10","0","0","-14.4","51","124.0","22.6","15.6","1194.2","582.8","79.4","278","-0.5","3.1","-4.1",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","2000-01",,"0.0","0.0","20","8","19","4","3","28","19","0","0","-18.9","203","124.0","8.4","13.3","1897.8","703.6","49.8","408","-4.4","0.1","-8.8",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","2000-02",,"0.0","0.0","12","7","22","5","0","23","11","0","0","-13.3","254","79.0","8.9","18.3","2422.2","524.4","43.5","326","0.3","4.6","-4.1",,,,,
"USC00200230","ANN ARBOR U OF MICH, MI US","2000-03",,"0.6","0.6","15","5","0","0","0","16","1","3","0","-7.2","0","8.0","9.7","25.6","2795.8","373.6","33.4","20","6.3","12.0","0.6",,,,,
